name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url
Women's R1 Air Full-Zip Hoody,Patagonia,"159,95 €",159.95,159.95,0.0,4.9,31,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6525-0611_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-r1-air-full-zip-hoody-fleecejacke/
Westalpen Swisswool Hybrid Jacket,Ortovox,"168,97 €",168.97,259.95,35.0,4.6,34,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-3012-0811_pic1_1.jpg,https://www.bergfreunde.de/ortovox-westalpen-swisswool-hybrid-jacket/
Glacier Fleece Jacket,The North Face,"70,16 €",70.16,89.95,22.0,4.8,5,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6365-0811_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-glacier-fleece-jacket-fleecejacke/
Deluge Pro 3.0 Jacket,Berghaus,"ab 69,98 €",69.98,139.95,50.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-2987-0511_pic1_1.jpg,https://www.bergfreunde.de/berghaus-deluge-pro-30-jacket-regenjacke/
Astral GTX II Jacket,Haglöfs,"ab 251,37 €",251.37,418.95,40.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3287-0211_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-astral-gtx-ii-jacket-regenjacke/
MerinoFleece260 FlenSt. Zip Hoody,Stoic,"94,98 €",94.98,189.95,50.0,4.6,10,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6570-0611_pic1_1.jpg,https://www.bergfreunde.de/stoic-merinofleece260-flenst-zip-hoody-merinohoodie/
Sten Jacket,Fjällräven,"ab 204,96 €",204.96,249.95,18.0,4.5,55,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-0373-0511_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-sten-jacket-freizeitjacke/
Women's Fleece Grid Hoody,Ortovox,"ab 183,96 €",183.96,229.95,20.0,4.8,8,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5183-0311_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-fleece-grid-hoody-fleecejacke-bf/
MerinoFleece240 StorforsSt. Zip Hoody,Stoic,"109,97 €",109.97,199.95,45.0,4.4,31,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6555-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-merinofleece240-storforsst-zip-hoody-merinohoodie/
Women's Microlight Alpine Jacket Exclusive,Rab,"179,96 €",179.96,239.95,25.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6762-0111_pic1_1.jpg,https://www.bergfreunde.de/rab-womens-microlight-alpine-jacket-exclusive-daunenjacke/
Women's Atom SL Hoody,Arc'teryx,"ab 194,96 €",194.96,259.95,25.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5386-0511_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-womens-atom-sl-hoody-kunstfaserjacke/
Women's Nadja Parka 4,Didriksons,"194,96 €",194.96,249.95,22.0,4.7,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3885-0111_pic1_1.jpg,https://www.bergfreunde.de/didriksons-womens-nadja-parka-4-mantel/
Girl's Trollfjord Jacket,Trollkids,"ab 34,97 €",34.97,49.95,29.99,4.7,60,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2073-0411_pic1_1.jpg,https://www.bergfreunde.de/trollkids-girls-trollfjord-jacket-softshelljacke/
Women's Ultimate Comfort SO Hooded Jacket Exclusive,Mammut,"191,96 €",191.96,239.95,20.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-3077-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-ultimate-comfort-so-hooded-jacket-exclusive-softshelljacke/
Kid's Teen Hike Packable Shell,The North Face,"ab 82,46 €",82.46,109.95,25.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-5340-0611_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-kids-teen-hike-packable-shell-regenjacke/
Women's MountainWool60 JokkmokkSt. Hybrid Jacket,Stoic,"ab 76,48 €",76.48,169.95,55.0,5.0,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6679-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-mountainwool60-jokkmokkst-hybrid-jacket-isolationsjacke/
Quest Jacket,The North Face,"97,46 €",97.46,129.95,25.0,4.7,66,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-0517-5911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-quest-jacket-hardshelljacke/
Women's Spitz GTX Pro II Jacket,Haglöfs,"389,97 €",389.97,649.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4641-0111_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-womens-spitz-gtx-pro-ii-jacket-regenjacke-bf/
Women's Verbella Jacket,Vaude,"54,97 €",54.97,99.95,45.0,4.8,26,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-4451-0211_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-verbella-jacket-fleecejacke/
Women's Aenergy Light Midlayer Hooded Jacket,Mammut,"ab 77,97 €",77.97,129.95,40.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5221-1011_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-aenergy-light-midlayer-hooded-jacket-fleecejacke/
Kid's Junior Highton Jacket,Regatta,"71,97 €",71.97,119.95,40.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-7787-0411_pic1_1.jpg,https://www.bergfreunde.de/regatta-kids-junior-highton-jacket-regenjacke/
Women's Granite Crest Jacket,Patagonia,"ab 188,97 €",188.97,299.95,37.0,4.2,18,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-2745-2511_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-granite-crest-jacket-regenjacke/
Women's Nano Puff Hoody,Patagonia,"229,95 €",229.95,229.95,0.0,4.8,33,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5999-0111_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-nano-puff-hoody-kunstfaserjacke/
R1 Air Full-Zip Hoody,Patagonia,"159,95 €",159.95,159.95,0.0,4.8,31,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6417-0811_pic1_1.jpg,https://www.bergfreunde.de/patagonia-r1-air-full-zip-hoody-fleecejacke-bf/
L.I.M ZT II Light Liner,Haglöfs,"244,97 €",244.97,349.95,30.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-6759-0111_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-lim-zt-ii-light-liner-daunenjacke/
Women's MerinoWindResist NyhemSt. Jacket with Hood,Stoic,"89,98 €",89.98,179.95,50.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0390-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-merinowindresist-nyhemst-jacket-with-hood-windjacke/
Nimble Hoodie 2,The North Face,"91,96 €",91.96,114.95,20.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3561-0411_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-nimble-hoodie-2-softshelljacke/
Huila Synthetic Hoodie,The North Face,"ab 171,96 €",171.96,214.95,20.0,2.5,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5511-0811_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-huila-synthetic-hoodie-kunstfaserjacke/
Westalpen 3L Light Jacket,Ortovox,"400,46 €",400.46,449.95,11.0,4.6,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-1936-0611_pic1_1.jpg,https://www.bergfreunde.de/ortovox-westalpen-3l-light-jacket-regenjacke/
Women's WarmDown MMXX. Pitea Parka,Stoic,"ab 151,98 €",151.98,379.95,60.0,4.4,17,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6238-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-warmdown-mmxx-pitea-parka-parka/
Women's Neyland 2.5L Jacket,Vaude,"84,98 €",84.98,169.95,50.0,3.9,20,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-2766-0811_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-neyland-25l-jacket-regenjacke/
Taiss Hardshell Hooded Jacket,Mammut,"ab 299,96 €",299.96,399.95,25.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3669-0311_pic1_1.jpg,https://www.bergfreunde.de/mammut-taiss-hardshell-hooded-jacket-regenjacke/
Aenergy Light ML Hooded Jacket,Mammut,"ab 81,87 €",81.87,129.95,37.0,4.7,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-5997-0411_pic1_1.jpg,https://www.bergfreunde.de/mammut-aenergy-light-ml-hooded-jacket-fleecejacke/
Women's Gamma Lightweight Hoody,Arc'teryx,"ab 236,55 €",236.55,236.55,0.0,4.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2175-0811_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-womens-gamma-lightweight-hoody-softshelljacke/
Microlight Alpine Jacket,Rab,"ab 179,96 €",179.96,239.95,25.0,4.6,39,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-3276-0311_pic1_1.jpg,https://www.bergfreunde.de/rab-microlight-alpine-jacket-daunenjacke/
Gamma Lightweight Jacket,Arc'teryx,"215,96 €",215.96,239.95,10.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-2863-0611_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-gamma-lightweight-jacket-softshelljacke-bf/
Women's PinedropsHe. Rain Coat II,Heber Peak,"75,18 €",75.18,159.95,53.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5241-0211_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-pinedropshe-rain-coat-ii-regenjacke/
Nano Puff Jacket,Patagonia,"199,95 €",199.95,199.95,0.0,4.5,34,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-6819-0411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-nano-puff-jacket-kunstfaserjacke/
Women's Abisko Trail Fleece,Fjällräven,"127,96 €",127.96,159.95,20.0,4.7,31,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-1095-1311_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-womens-abisko-trail-fleece-fleecejacke/
Women's MerinoFleece335 KuolpaSt. II Jacket,Stoic,"89,98 €",89.98,179.95,50.0,5.0,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6685-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-merinofleece335-kuolpast-ii-jacket-merinojacke/
MerinoFleece335 KuolpaSt. II Zip Hoody,Stoic,"94,98 €",94.98,189.95,50.0,4.5,11,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6572-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-merinofleece335-kuolpast-ii-zip-hoody-merinohoodie/
Women's MerinoFleece260 FlenSt. Jacket,Stoic,"ab 107,97 €",107.97,179.95,40.0,4.7,6,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6683-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-merinofleece260-flenst-jacket-merinojacke/
Women's Crag Hardshell Hooded Jacket,Mammut,"194,96 €",194.96,249.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5105-0311_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-crag-hardshell-hooded-jacket-regenjacke/
Women's Escape Parka,Vaude,"ab 81,58 €",81.58,169.95,52.0,4.7,12,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3713-0411_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-escape-parka-regenjacke/
Women's Kuro Rain Jacket,Vaude,"93,47 €",93.47,169.95,45.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_151-0430-0611_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-kuro-rain-jacket-fahrradjacke/
Microlight Jacket,Rab,"149,96 €",149.96,199.95,25.0,4.5,25,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-3277-0711_pic1_1.jpg,https://www.bergfreunde.de/rab-microlight-jacket-daunenjacke/
Skogsö Jacket,Fjällräven,"ab 215,96 €",215.96,269.95,20.0,4.7,42,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-0210-1111_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-skogsoe-jacket-freizeitjacke/
Women's Recycled Down Sweater Parka,Patagonia,"159,08 €",159.08,369.95,57.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4923-0311_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-recycled-down-sweater-parka-mantel/
Down Liner Hood Jacket,Peak Performance,"209,96 €",209.96,279.95,25.0,4.8,20,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5325-0611_pic1_1.jpg,https://www.bergfreunde.de/peak-performance-down-liner-hood-jacket-daunenjacke/
Summit Breithorn Hoodie,The North Face,"292,46 €",292.46,389.95,25.0,4.4,7,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5518-0511_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-summit-breithorn-hoodie-daunenjacke/
MerinoBlend SaplingHe. II Zip Hoody,Heber Peak,"ab 51,98 €",51.98,129.95,60.0,4.8,16,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6153-0311_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-merinoblend-saplinghe-ii-zip-hoody-zip-hoodie/
Granite Softshell Hooded Jacket,Mammut,"ab 140,36 €",140.36,179.95,22.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3161-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-granite-softshell-hooded-jacket-softshelljacke/
Kid's Telemark Jacket,Trollkids,"ab 41,97 €",41.97,59.95,29.99,4.6,5,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-3032-1811_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-telemark-jacket-regenjacke/
Kids Fjell Running Jacket,Trollkids,"ab 34,16 €",34.16,44.95,24.0,4.9,16,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_718-0014-0811_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-fjell-running-jacket-windjacke/
Women's Stohead Crushy Jacket,Iriedaily,"139,95 €",139.95,139.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5136-0111_pic1_1.jpg,https://www.bergfreunde.de/iriedaily-womens-stohead-crushy-jacket-freizeitjacke/
Women's Ahnya Full-Zip Hoody,Patagonia,"ab 68,37 €",68.37,119.95,43.0,4.7,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5877-0111_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-ahnya-full-zip-hoody-fleecejacke/
Women's VilhelminaSt. Raincoat,Stoic,"82,47 €",82.47,149.95,45.0,4.9,7,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4940-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-vilhelminast-raincoat-regenjacke/
Women's Jacket Cascata,Schöffel,"158,97 €",158.97,299.95,47.0,5.0,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4266-0511_pic1_1.jpg,https://www.bergfreunde.de/schoeffel-womens-jacket-cascata-regenjacke/
Down Sweater Hoody,Patagonia,"299,95 €",299.95,299.95,0.0,4.2,35,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-4532-2611_pic1_1.jpg,https://www.bergfreunde.de/patagonia-down-sweater-hoody-daunenjacke/
Women's MerinoWaffleFleece320 NorrdalSt. Zip Hoody,Stoic,"94,98 €",94.98,189.95,50.0,4.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6689-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-merinowafflefleece320-norrdalst-zip-hoody-zip-hoodie/
Women's Polartec Powergrid Stormgap Jacket,The North Face,"ab 105,26 €",105.26,134.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-7272-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-polartec-powergrid-stormgap-jacket-fleecejacke/
Falketind Dri1 Jacket,Norrøna,"348,95 €",348.95,348.95,0.0,4.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3472-0311_pic1_1.jpg,https://www.bergfreunde.de/norroena-falketind-dri1-jacket-regenjacke/
Fineline Stretch Shell,Black Diamond,"124,76 €",124.76,159.95,22.0,4.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3162-0211_pic1_1.jpg,https://www.bergfreunde.de/black-diamond-fineline-stretch-shell-regenjacke/
Escape Bike Light Jacket,Vaude,"ab 93,56 €",93.56,119.95,22.0,4.7,60,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_051-0132-2911_pic1_1.jpg,https://www.bergfreunde.de/vaude-escape-bike-light-jacket-fahrradjacke/
Women's BoiledWool MunkebySt. Jacket,Stoic,"101,48 €",101.48,289.95,65.0,4.4,12,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-5942-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-boiledwool-munkebyst-jacket-merinojacke/
Women's Layer Look Light Jacket,Mazine,"ab 111,76 €",111.76,129.95,14.0,4.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-1822-1311_pic1_1.jpg,https://www.bergfreunde.de/mazine-womens-layer-look-light-jacket-freizeitjacke/
Women's Houdini Jacket,Patagonia,"109,95 €",109.95,109.95,0.0,4.8,20,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_118-0086-4411_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-houdini-jacket-laufjacke/
Matera Air Jacket,Vaude,"ab 58,46 €",58.46,74.95,22.0,4.4,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_051-1026-1011_pic1_1.jpg,https://www.bergfreunde.de/vaude-matera-air-jacket-fahrradjacke/
Makke Pro Jacket,Lundhags,"245,97 €",245.97,409.95,40.0,3.3,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-1431-0211_pic1_1.jpg,https://www.bergfreunde.de/lundhags-makke-pro-jacket-freizeitjacke/
Women's MerinoBlend SaplingHe. II Zip Hoody,Heber Peak,"58,48 €",58.48,129.95,55.0,4.8,19,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6174-0411_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-merinoblend-saplinghe-ii-zip-hoody-zip-hoodie/
Trollveggen GORE-TEX Pro Light Jacket,Norrøna,"698,95 €",698.95,698.95,0.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3694-0411_pic1_1.jpg,https://www.bergfreunde.de/norroena-trollveggen-gore-tex-pro-light-jacket-regenjacke-bf/
Women's Classic Retro-X Jacket,Patagonia,"239,95 €",239.95,239.95,0.0,3.3,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6523-0611_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-classic-retro-x-jacket-fleecejacke/
Kids Bergen Jacket,Trollkids,"ab 48,97 €",48.97,69.95,29.99,4.7,19,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2396-0711_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-bergen-jacket-regenjacke/
Jacket Gmund,Schöffel,"93,56 €",93.56,119.95,22.0,4.9,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-2796-1011_pic1_1.jpg,https://www.bergfreunde.de/schoeffel-jacket-gmund-regenjacke/
Women's PepperbushHe. Fleece Jacket,Heber Peak,"24,58 €",24.58,59.95,59.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-7278-0211_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-pepperbushhe-fleece-jacket-fleecejacke/
Kids Oppdal Jacket XT,Trollkids,"ab 28,46 €",28.46,37.95,25.01,4.9,41,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2397-2611_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-oppdal-jacket-xt-fleecejacke/
Eiger Nordwand Pro Hardshell Hooded Jacket,Mammut,"899,96 €",899.96,999.95,10.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3668-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-eiger-nordwand-pro-hardshell-hooded-jacket-regenjacke/
Women's Outdoor Everyday Rain Jacket,Patagonia,"259,95 €",259.95,259.95,0.0,4.8,5,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3868-0711_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-outdoor-everyday-rain-jacket-regenjacke/
Women's Trace Windbreaker Jacket,Ortovox,"142,36 €",142.36,159.95,11.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-7302-0311_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-trace-windbreaker-jacket-windjacke/
Danny Full Zip,Ivanhoe of Sweden,"148,16 €",148.16,189.95,22.0,4.7,16,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-7127-0111_pic1_1.jpg,https://www.bergfreunde.de/ivanhoe-of-sweden-danny-full-zip-wolljacke/
